student_id,day_of_week,meal_time,meal_type,is_weekend,class_day,assignment_deadline,temperature_c,humidity,wind_speed,rain_mm,air_quality_index,rising_time_min,sleeping_time_min,mess_duration_min
2101173,6,2,0,1,1,1,28.61,61.92,2.31,0.0,117.9,496,1433,51.99
2101080,5,0,0,1,1,1,29.38,57.64,3.11,0.77,87.1,446,1397,25.56
2101044,2,2,1,0,1,0,26.3,43.43,2.58,0.0,76.5,412,1417,42.46
2101127,6,1,1,1,1,0,30.96,48.82,3.08,0.0,98.6,431,1387,34.73
2101061,0,2,1,0,0,1,29.23,42.46,2.15,0.24,95.3,414,1363,38.68
2101137,3,2,0,0,0,1,34.28,64.83,3.52,0.0,112.6,427,1439,43.11
2101102,0,2,1,0,0,1,30.53,41.36,1.86,0.0,87.4,495,1413,41.83
2101090,5,1,0,1,0,1,31.23,60.25,1.97,0.55,95.1,425,1435,45.02
2101020,3,1,1,0,0,1,34.2,64.95,3.9,0.0,118.2,481,1374,37.94
2101038,0,2,1,0,0,1,30.86,70.58,2.82,8.11,119.1,492,1412,47.67
2101173,0,0,0,0,0,1,30.53,70.19,1.39,0.0,140.8,447,1426,18.92
2101193,1,0,1,0,0,1,33.42,77.33,2.26,0.89,128.5,488,1377,23.09
2101110,2,1,0,0,0,1,31.49,76.43,3.14,0.8,137.2,507,1399,37.13
2101093,0,2,0,0,0,1,31.27,70.39,3.74,7.3,132.4,426,1345,48.29
2101036,3,2,0,0,0,1,26.13,50.47,2.07,0.0,76.5,489,1383,46.41
2101143,6,2,0,1,1,1,28.74,63.42,2.42,0.0,108.0,501,1439,41.19
2101129,3,0,1,0,0,1,33.98,64.15,3.68,0.12,118.0,369,1336,25.32
2101107,3,0,0,0,0,1,26.29,52.48,2.45,0.69,74.9,421,1325,10.8
2101054,5,0,0,1,1,1,31.12,61.8,2.0,0.0,94.3,538,1373,30.73
2101017,0,2,0,0,0,1,29.51,46.36,2.17,0.55,96.5,358,1435,45.82
2101193,0,1,1,0,0,1,31.02,73.78,2.15,0.0,143.9,498,1391,40.24
2101048,2,0,0,0,0,0,26.07,43.26,2.2,0.0,81.8,410,1381,20.23
2101130,5,2,0,1,1,1,29.62,55.16,2.76,0.0,92.4,462,1437,42.87
2101013,2,1,0,0,0,0,26.95,43.51,2.77,1.26,72.6,316,1391,39.08
2101136,2,2,1,0,0,1,32.06,76.46,3.72,0.04,124.6,421,1321,53.66
2101038,1,1,0,0,0,1,27.76,49.24,2.23,0.15,93.9,481,1423,31.34
2101140,4,0,0,0,1,0,32.89,62.91,3.17,0.0,96.8,446,1328,24.23
2101040,0,2,1,0,0,1,31.12,67.34,3.59,8.22,133.2,435,1300,47.88
2101099,6,0,0,1,1,1,29.71,63.1,2.25,0.0,126.5,488,1382,28.36
2101083,2,0,1,0,1,1,32.21,78.97,3.6,0.02,124.8,418,1309,32.78
2101102,0,2,0,0,0,1,29.49,43.1,2.03,1.32,95.9,490,1405,34.56
2101065,0,1,0,0,1,1,30.81,68.43,3.04,7.35,125.5,494,1302,36.53
2101068,5,1,0,1,1,1,29.39,57.68,3.09,0.01,87.6,513,1394,44.18
2101073,3,0,0,0,0,1,26.35,50.75,3.22,0.4,74.1,410,1439,24.66
2101127,2,2,0,0,0,0,26.24,42.31,2.91,0.0,82.7,379,1406,41.34
2101163,0,1,0,0,0,1,31.25,70.63,1.02,0.01,148.0,442,1402,35.94
2101073,4,2,0,0,0,1,27.52,47.35,3.3,0.58,88.9,390,1439,45.45
2101005,0,1,0,0,0,1,29.27,44.1,2.58,0.12,100.0,454,1378,31.91
2101039,1,2,0,0,0,1,32.56,73.39,2.18,0.22,127.0,431,1439,49.59
2101021,3,2,0,0,0,1,34.09,65.2,3.06,0.0,116.6,398,1439,38.1
2101126,1,2,0,0,0,1,27.65,45.26,2.34,0.19,94.8,450,1370,40.38
2101161,3,0,1,0,1,1,25.56,52.75,2.75,0.03,68.4,437,1375,33.08
2101043,0,2,0,0,0,1,29.81,42.42,2.01,0.87,92.0,495,1369,45.11
2101107,2,1,0,0,0,0,26.51,42.84,2.34,0.43,73.2,394,1327,24.96
2101096,6,1,0,1,1,1,29.09,61.31,2.22,0.0,111.6,418,1439,44.39
2101088,3,0,0,0,0,1,26.89,51.29,2.65,0.0,62.0,476,1396,21.28
2101177,5,1,0,1,1,1,32.1,57.45,2.29,0.43,97.6,489,1439,47.71
2101054,2,0,0,0,0,0,25.68,43.37,2.24,0.45,69.1,479,1383,15.64
2101125,1,0,1,0,0,1,28.06,47.26,2.25,0.0,80.9,449,1392,24.16
2101108,1,2,1,0,0,1,33.55,75.53,2.24,0.0,126.5,433,1398,54.78
2101175,0,2,1,0,0,1,31.73,75.13,2.06,0.0,140.2,482,1392,45.08
2101045,2,1,0,0,1,0,26.53,43.77,2.59,0.56,67.7,524,1379,25.6
2101186,5,2,0,1,1,1,31.06,61.18,2.16,0.0,93.1,471,1439,47.55
2101171,1,0,0,0,0,1,27.41,46.86,2.5,0.0,95.6,427,1439,16.79
2101090,4,2,1,0,0,0,32.09,60.86,3.96,0.13,103.2,399,1435,48.68
2101164,3,0,0,0,1,1,33.76,67.97,3.79,0.73,122.2,482,1368,23.2
2101129,2,1,0,0,0,1,31.74,78.49,3.42,0.0,121.9,353,1362,32.0
2101065,5,0,0,1,1,1,30.77,57.77,2.73,0.0,92.2,543,1312,21.83
2101170,5,1,0,1,1,1,28.9,57.44,3.63,0.0,79.2,446,1377,35.42
2101005,6,1,1,1,1,0,31.29,52.47,2.5,0.98,105.4,471,1415,38.96
2101028,5,1,0,1,1,1,31.32,61.84,2.07,0.64,91.2,433,1410,47.62
2101177,1,1,1,0,1,1,27.8,47.44,2.6,0.0,83.8,459,1436,43.29
2101158,0,0,1,0,0,1,29.96,66.61,3.31,6.74,126.8,442,1241,28.48
2101060,5,1,0,1,0,1,31.03,58.0,2.16,0.0,89.4,469,1368,42.06
2101197,1,2,0,0,0,1,27.43,49.89,1.89,0.35,76.0,410,1356,36.89
2101131,6,1,1,1,1,0,31.07,52.0,1.96,0.0,104.4,437,1351,40.47
2101049,2,1,1,0,1,0,25.93,40.26,2.58,0.54,66.1,489,1355,37.03
2101171,6,0,0,1,1,0,31.43,52.17,2.74,0.22,95.6,460,1439,24.51
2101198,2,1,1,0,0,0,26.14,42.16,2.72,0.18,71.5,469,1356,27.77
2101159,1,2,0,0,0,1,27.65,43.29,1.95,0.39,80.1,450,1439,47.38
2101125,3,1,1,0,0,1,26.23,47.32,3.09,0.3,73.8,451,1439,44.65
2101172,0,0,0,0,0,1,30.99,65.96,3.0,7.07,132.3,532,1405,13.12
2101161,2,2,1,0,1,1,31.59,77.0,3.38,0.0,130.7,433,1364,55.18
2101098,1,2,0,0,0,1,28.1,46.52,2.46,1.4,84.6,386,1345,47.46
2101151,6,1,1,1,1,0,31.24,51.1,2.27,0.0,101.6,471,1439,37.89
2101168,5,0,0,1,1,1,31.41,60.62,2.02,0.0,96.6,455,1419,33.12
2101007,3,2,0,0,0,1,34.08,67.31,2.84,0.64,109.2,354,1368,39.82
2101092,0,0,1,0,0,1,31.77,67.67,1.39,0.0,146.9,466,1351,19.38
2101187,6,2,1,1,1,0,31.47,51.01,1.97,0.0,96.8,394,1373,46.58
2101053,5,1,0,1,0,1,29.69,54.05,3.36,0.0,78.9,455,1378,33.08
2101123,1,1,0,0,1,1,33.52,73.34,2.31,0.32,128.4,417,1380,31.87
2101096,6,2,0,1,1,0,31.41,50.56,2.78,0.61,99.6,398,1439,60.45
2101117,0,0,0,0,0,1,30.76,68.63,3.26,8.42,130.1,456,1351,17.31
2101067,0,0,0,0,0,1,31.21,68.37,2.96,7.61,132.7,382,1424,29.66
2101127,3,2,0,0,0,1,34.05,63.61,3.57,0.63,106.8,387,1365,47.7
2101153,0,2,0,0,0,1,30.73,70.59,1.55,0.0,144.7,461,1332,38.85
2101147,3,2,0,0,0,1,26.76,55.07,2.97,0.1,82.3,403,1347,41.75
2101166,0,0,0,0,0,1,31.6,69.56,1.76,0.0,149.4,415,1311,30.77
2101051,4,0,0,0,0,0,31.95,58.17,3.54,0.1,106.8,432,1439,14.72
2101029,0,1,0,0,1,1,29.46,43.04,2.04,0.45,94.9,486,1418,38.25
2101108,6,2,0,1,1,1,28.69,65.41,2.33,0.64,109.7,465,1419,58.35
2101033,1,2,0,0,0,1,34.21,76.4,2.19,0.0,122.8,353,1322,55.25
2101125,2,2,0,0,0,0,26.36,40.8,2.75,0.76,76.6,437,1439,42.0
2101077,0,1,1,0,1,1,28.91,44.34,2.56,0.0,99.2,355,1333,44.23
2101143,1,2,0,0,0,1,33.59,74.15,2.18,0.0,124.7,491,1439,40.83
2101093,5,0,0,1,1,1,29.16,53.5,3.13,0.0,83.7,473,1387,28.14
2101112,5,0,1,1,1,1,30.08,54.45,2.56,0.0,86.4,503,1397,24.24
2101191,0,1,0,0,0,1,29.11,42.35,2.0,0.0,85.7,383,1339,29.95
2101126,0,0,1,0,0,1,29.81,70.13,3.02,7.76,125.5,429,1359,30.92
2101188,2,2,0,0,0,0,26.19,43.94,1.83,0.0,81.1,455,1395,47.62
2101049,6,2,0,1,1,1,28.91,64.29,2.4,0.32,127.9,507,1337,49.77
2101193,0,0,0,0,0,1,30.54,70.53,3.33,7.39,126.7,491,1353,24.57
2101043,1,0,0,0,0,1,26.79,46.75,2.12,0.0,92.8,505,1410,11.98
2101146,4,0,0,0,0,0,32.59,62.82,3.72,0.0,96.9,433,1379,29.35
2101010,2,0,1,0,0,1,32.45,73.98,2.98,0.03,125.4,476,1416,28.91
2101135,1,1,1,0,0,1,26.88,43.77,2.56,0.0,72.4,474,1406,41.55
2101176,2,1,1,0,0,1,32.25,77.91,2.81,0.0,134.3,387,1411,36.66
2101054,4,2,1,0,0,1,28.14,48.38,3.49,0.0,87.1,487,1341,53.31
2101032,6,1,1,1,1,1,29.99,63.79,2.89,0.11,128.6,436,1439,48.64
2101075,3,2,0,0,1,1,34.24,66.05,3.48,0.0,120.1,500,1419,53.48
2101014,1,2,1,0,0,1,27.57,45.73,2.48,0.0,84.5,486,1374,49.05
2101001,0,2,0,0,0,1,32.0,70.64,1.62,0.0,136.0,465,1370,59.85
2101086,2,0,0,0,0,1,31.99,79.02,2.91,0.28,137.0,452,1361,20.15
2101166,5,1,1,1,1,1,31.11,55.56,2.18,0.22,90.5,464,1329,54.93
2101081,6,2,0,1,1,1,29.33,65.92,2.43,0.54,116.1,470,1288,53.03
2101055,0,2,0,0,1,1,30.51,72.98,2.85,8.36,116.2,432,1422,51.72
2101045,2,0,1,0,0,0,25.45,42.86,2.58,0.3,77.7,525,1399,13.28
2101016,1,2,1,0,1,1,28.46,46.57,2.71,0.0,88.5,491,1360,49.68
2101079,1,2,0,0,0,1,27.51,47.91,2.66,0.0,80.6,481,1336,35.38
2101063,0,0,0,0,0,1,31.32,74.75,1.19,0.0,145.5,440,1367,24.1
2101090,5,0,0,1,1,1,31.48,57.97,1.9,0.0,94.3,446,1439,36.03
2101065,0,0,1,0,1,1,30.09,69.01,2.67,7.74,132.0,501,1291,17.95
2101118,6,1,0,1,1,0,30.52,51.21,2.83,0.13,102.0,414,1377,44.07
2101145,3,0,0,0,0,1,33.86,67.23,3.65,0.0,127.1,517,1439,18.58
2101003,3,0,0,0,1,1,33.85,66.51,3.68,0.0,117.3,475,1368,29.42
2101002,3,0,1,0,0,1,26.26,52.63,2.52,0.38,69.5,396,1380,19.94
2101056,0,0,0,0,0,1,32.01,70.7,1.32,0.12,142.7,406,1334,21.83
2101046,0,1,0,0,0,1,30.52,68.94,3.18,7.76,114.5,461,1343,37.27
2101018,6,0,0,1,1,1,29.25,63.13,2.34,0.19,112.9,526,1439,19.3
2101179,1,1,1,0,0,1,27.89,45.41,2.08,0.0,88.6,511,1439,35.45
2101018,0,2,1,0,0,1,29.1,42.29,2.08,0.0,95.7,464,1427,45.69
2101171,4,0,0,0,0,1,28.46,50.62,3.78,0.29,84.8,422,1425,24.25
2101014,1,1,0,0,0,1,27.27,44.49,2.4,0.25,85.4,471,1352,40.1
2101126,0,2,0,0,0,1,29.96,45.37,1.73,0.0,84.3,445,1365,47.59
2101077,4,0,0,0,0,0,32.6,60.97,3.2,0.0,98.1,306,1351,23.92
2101112,6,2,0,1,1,0,31.07,49.06,2.43,1.37,104.2,453,1430,40.54
2101104,4,2,1,0,0,1,27.83,52.86,3.63,0.0,92.4,468,1439,48.0
2101045,0,0,0,0,0,1,31.61,70.11,1.59,0.0,141.2,546,1337,19.11
2101021,0,2,1,0,0,1,31.25,72.37,1.54,0.16,149.7,403,1438,38.28
2101175,3,0,1,0,0,1,26.51,51.41,2.58,0.0,81.9,453,1416,28.49
2101146,5,2,0,1,1,1,31.3,60.56,2.41,0.07,90.2,467,1360,66.92
2101152,5,1,0,1,1,1,28.99,55.85,3.21,1.08,88.8,517,1439,42.24
2101123,0,0,0,0,0,1,31.93,70.42,1.7,0.56,137.3,410,1345,22.57
2101103,6,0,0,1,1,1,29.34,64.41,2.02,0.38,107.1,449,1439,22.6
2101170,1,1,0,0,0,1,33.14,79.22,2.1,0.36,131.5,405,1356,24.41
2101033,6,2,0,1,1,0,31.52,47.52,2.56,0.07,101.8,388,1381,49.15
2101121,0,0,0,0,0,1,30.59,68.97,2.85,8.16,128.2,480,1377,18.12
2101043,1,1,0,0,0,1,33.25,76.34,1.91,0.0,125.5,467,1381,37.46
2101130,2,0,0,0,0,0,26.21,40.92,2.38,0.0,71.6,423,1439,10.0
2101076,3,1,0,0,0,1,25.93,48.98,3.14,0.06,76.6,391,1343,36.98
2101086,6,0,1,1,0,0,30.88,55.43,2.57,0.54,110.1,475,1419,21.18
2101066,1,2,0,0,0,1,33.31,74.89,2.72,0.2,127.4,459,1417,45.83
2101119,0,1,0,0,1,1,30.15,46.28,2.0,0.4,86.2,504,1347,32.97
2101013,6,2,1,1,1,0,31.66,52.51,2.42,0.0,107.9,377,1423,59.25
2101154,6,0,0,1,0,1,28.94,64.47,1.89,0.72,120.0,489,1339,32.74
2101081,3,0,0,0,0,1,26.87,52.3,2.61,1.4,76.0,438,1318,19.43
2101196,5,0,1,1,1,1,31.33,61.25,2.62,0.8,93.2,532,1402,33.87
2101090,0,1,0,0,0,1,31.71,73.58,1.76,0.0,156.7,419,1404,40.78
2101025,1,2,0,0,0,1,28.0,47.39,2.56,0.0,84.0,407,1409,51.28
2101058,4,1,0,0,0,0,32.54,61.47,4.05,0.17,102.2,437,1363,40.41
2101092,3,1,1,0,0,1,27.19,51.76,2.78,0.0,63.3,467,1394,30.81
2101077,5,2,0,1,1,1,29.41,57.98,3.17,0.44,82.2,407,1336,54.65
2101053,5,0,0,1,1,1,30.87,61.58,2.23,0.0,88.9,495,1391,22.22
2101067,6,0,0,1,1,1,29.57,62.53,2.51,0.58,116.8,411,1412,32.56
2101146,0,2,0,0,1,1,29.37,41.4,2.18,0.82,96.2,425,1361,52.06
2101075,0,2,1,0,0,1,29.41,43.14,2.19,0.0,90.7,496,1439,48.53
2101031,4,0,0,0,1,1,27.17,49.76,3.63,0.18,97.6,534,1321,22.93
2101124,4,0,0,0,0,1,28.76,50.2,3.35,0.0,83.6,431,1325,18.81
2101148,6,1,1,1,0,1,29.38,62.61,2.23,0.0,114.7,506,1426,37.7
2101099,0,2,1,0,0,1,31.03,68.38,2.87,7.21,128.4,435,1393,46.66
2101145,2,0,1,0,0,1,32.17,77.27,3.57,0.0,123.2,504,1437,18.48
2101040,6,2,0,1,0,0,31.74,53.34,1.88,0.62,104.4,441,1374,43.72
2101029,0,1,0,0,0,1,30.69,68.86,3.09,6.67,130.4,480,1439,38.62
2101159,4,2,1,0,0,0,32.79,64.95,4.55,0.63,98.1,454,1425,49.73
2101158,0,1,0,0,0,1,31.26,71.32,1.56,1.21,154.7,441,1257,36.83
2101103,1,1,1,0,0,1,27.51,52.35,1.99,0.36,84.0,406,1422,27.48
2101097,4,1,0,0,0,1,28.79,52.68,3.58,0.33,90.4,513,1409,25.79
2101092,4,2,0,0,1,1,28.52,51.77,3.97,0.0,84.2,457,1374,46.7
2101044,5,1,1,1,0,1,28.78,54.64,3.18,0.0,76.7,445,1375,40.38
2101142,2,2,1,0,0,0,26.31,37.73,2.66,0.32,69.9,421,1439,45.21
2101076,2,2,0,0,1,1,31.7,76.23,3.3,0.23,127.9,423,1319,52.34
2101150,5,0,0,1,1,1,28.99,55.86,3.12,0.44,82.8,507,1327,25.35
2101088,6,2,0,1,1,0,31.23,55.01,3.45,1.54,105.4,486,1439,47.86
2101169,5,1,0,1,1,1,29.15,53.06,3.25,0.44,73.2,421,1379,47.32
2101169,5,0,1,1,1,1,28.69,58.97,3.07,0.26,79.4,397,1337,44.58
2101162,0,0,0,0,1,1,30.27,68.4,3.01,8.52,118.1,505,1439,18.55
2101054,0,0,0,0,1,1,32.27,72.76,1.78,0.0,151.8,503,1333,29.18
2101134,5,1,0,1,1,1,28.71,50.97,3.35,0.0,82.3,435,1390,44.58
2101150,2,0,1,0,1,0,26.25,43.07,2.71,0.0,70.5,484,1324,10.12
2101144,0,1,0,0,0,1,29.78,41.92,2.08,0.0,88.9,485,1413,23.35
2101175,4,2,0,0,0,1,28.62,52.11,3.16,0.42,93.5,477,1414,44.0
2101032,0,2,0,0,0,1,30.22,69.01,3.31,7.39,125.2,409,1409,53.77
2101131,0,2,1,0,0,1,29.41,40.49,1.95,1.04,95.6,411,1303,47.14
2101140,1,0,0,0,1,1,33.43,77.27,2.2,0.91,118.3,461,1289,26.71
2101072,3,0,1,0,0,1,26.55,52.69,2.34,0.46,78.4,427,1348,31.34
2101051,3,2,0,0,0,1,33.8,67.3,3.29,0.0,120.5,468,1415,43.86
2101113,3,2,0,0,1,1,33.6,68.04,3.25,0.37,121.3,546,1266,47.05
2101052,2,2,0,0,0,1,32.18,78.49,3.26,0.49,135.7,380,1271,45.35
2101118,2,0,1,0,1,1,32.22,76.47,2.83,0.0,128.5,417,1349,31.48
2101024,6,2,1,1,0,1,29.2,61.89,2.32,0.21,116.1,547,1377,48.13
2101079,5,1,0,1,1,1,31.1,57.62,2.23,0.42,95.9,519,1359,45.91
2101079,1,1,1,0,0,1,33.54,77.99,1.95,0.13,130.6,499,1326,33.8
2101146,2,1,1,0,0,1,31.82,77.79,3.08,0.94,128.3,404,1346,44.3
2101004,5,1,1,1,1,1,31.68,60.29,1.94,0.73,92.6,492,1439,50.22
2101073,5,2,0,1,0,1,30.85,59.33,2.47,0.0,89.8,437,1439,47.85
2101131,4,2,0,0,0,0,32.47,61.27,3.08,0.07,103.2,410,1316,37.07
2101099,0,0,0,0,0,1,30.65,68.89,3.05,7.08,131.9,427,1384,22.13
2101149,5,2,0,1,1,1,28.87,54.94,2.73,0.35,85.1,501,1415,48.3
2101173,1,0,1,0,0,1,27.73,45.35,2.21,0.0,93.1,460,1421,15.93
2101155,0,1,0,0,0,1,30.73,72.74,3.41,8.14,119.6,476,1403,33.27
2101067,5,1,0,1,1,1,31.18,60.52,2.0,0.23,91.2,403,1403,38.87
2101026,2,2,1,0,0,1,31.94,75.42,3.31,0.58,138.1,391,1369,48.18
2101018,4,0,0,0,0,0,31.85,58.87,3.58,0.0,97.5,461,1439,10.73
2101128,1,1,0,0,0,1,33.35,74.26,2.87,0.0,120.4,484,1310,37.37
2101026,0,0,0,0,0,1,30.88,70.14,3.43,8.64,134.3,407,1379,21.73
2101167,3,2,0,0,0,1,34.18,67.59,3.8,0.0,121.3,531,1348,48.91
2101116,6,1,0,1,0,0,31.49,51.15,2.11,0.83,95.6,418,1439,29.96
2101008,3,2,0,0,0,1,33.58,66.32,3.13,0.26,122.4,441,1338,45.49
2101158,0,2,0,0,0,1,30.11,68.3,3.48,7.99,122.1,456,1264,48.18
2101039,2,0,1,0,0,1,31.87,74.52,3.21,1.1,122.8,399,1433,29.3
2101198,0,2,1,0,0,1,29.72,44.89,1.96,0.2,93.7,491,1352,50.29
2101054,0,2,0,0,0,1,31.56,69.52,3.26,8.42,124.9,515,1342,50.14
2101110,0,2,0,0,0,1,29.78,47.0,1.67,0.0,89.0,506,1401,45.45
2101092,6,2,0,1,1,1,28.7,62.97,2.54,0.52,115.1,491,1389,56.93
2101071,6,2,1,1,1,1,29.37,64.09,2.31,0.0,111.9,498,1371,51.26
2101035,4,2,0,0,0,1,28.03,52.47,3.73,0.0,89.3,495,1370,45.73
2101013,4,2,0,0,1,1,27.77,50.44,3.38,0.01,88.9,358,1371,54.42
2101108,1,0,1,0,0,1,28.69,44.11,2.49,0.21,87.4,419,1402,30.45
2101196,1,2,0,0,0,1,27.78,44.9,2.12,0.99,81.4,486,1399,47.23
2101069,5,2,0,1,1,1,29.6,55.72,3.52,0.0,78.4,508,1434,48.16
2101060,6,2,1,1,1,0,31.29,52.17,2.85,0.03,95.0,470,1426,48.99
2101131,0,2,0,0,0,1,31.44,68.68,3.43,7.15,126.0,429,1293,50.09
2101199,6,2,1,1,1,1,29.16,66.14,2.46,0.7,124.7,441,1337,48.08
2101106,5,1,1,1,0,1,31.83,61.9,2.38,0.0,96.6,495,1410,41.96
2101193,6,0,0,1,1,0,30.65,52.13,1.7,0.27,98.4,511,1398,22.47
2101137,3,0,0,0,0,1,25.67,51.49,3.03,0.0,77.3,416,1439,16.4
2101159,6,0,1,1,1,1,29.62,63.88,2.23,0.4,111.2,488,1420,22.73
2101050,1,0,0,0,0,1,33.96,76.55,2.32,0.61,133.5,521,1384,28.55
2101110,1,2,0,0,0,1,33.58,77.22,2.2,0.0,126.5,508,1376,52.02
2101141,3,2,1,0,1,1,34.15,66.34,3.05,0.03,122.4,407,1340,46.7
2101073,6,0,0,1,0,0,31.13,52.36,2.35,0.0,104.7,412,1439,23.92
2101147,2,1,0,0,0,1,31.5,75.93,3.46,0.18,128.1,403,1345,36.94
2101077,0,2,0,0,0,1,30.15,40.0,2.47,0.51,96.1,338,1315,41.82
2101144,1,2,0,0,0,1,27.91,44.8,2.15,0.0,78.3,472,1399,49.26
2101091,0,1,0,0,0,1,30.91,70.23,2.88,8.25,126.9,372,1374,34.84
2101014,4,2,0,0,0,1,28.51,51.68,4.02,0.0,94.4,474,1349,44.33
2101020,3,0,1,0,0,1,34.48,69.09,3.2,0.0,139.1,454,1377,15.95
2101189,4,2,0,0,0,1,28.57,50.98,4.21,0.0,92.5,453,1371,51.77
2101127,5,2,0,1,1,1,29.61,57.1,3.25,0.0,85.6,438,1384,46.5
2101115,3,1,0,0,0,1,25.76,53.82,2.52,0.01,67.5,447,1368,30.94
2101154,3,0,0,0,0,1,26.43,53.23,3.08,0.0,77.9,439,1297,30.99
2101055,4,0,0,0,1,0,33.29,60.12,4.34,0.0,91.3,428,1407,22.81
