student_id,day_of_week,meal_time,meal_type,is_weekend,class_day,assignment_deadline,temperature_c,humidity,wind_speed,rain_mm,air_quality_index,rising_time_min,sleeping_time_min,mess_duration_min
2101001,3,2,1,0,1,1,25.83,47.32,3.28,0.0,59.6,470,1376,59.81
2101002,2,0,0,0,0,0,25.94,42.17,3.62,0.0,71.9,362,1397,10.0
2101028,5,2,0,1,0,1,31.91,63.17,1.3,0.92,83.6,437,1411,61.11
2101123,0,2,0,0,1,1,30.37,65.33,2.82,7.19,116.0,398,1396,42.15
2101170,6,1,0,1,1,0,30.42,55.72,1.21,0.22,112.1,440,1420,34.18
2101169,3,1,0,0,0,1,32.52,64.0,4.22,0.0,109.9,360,1331,33.01
2101125,5,2,0,1,1,1,28.86,58.81,2.14,0.0,85.5,492,1436,64.05
2101128,2,0,0,0,0,1,32.04,80.58,3.71,0.26,125.3,442,1323,16.61
2101198,5,0,0,1,1,1,29.94,54.23,2.87,0.05,76.4,489,1341,29.46
2101189,2,1,0,0,0,0,26.3,42.49,3.42,3.29,82.2,421,1384,38.99
2101014,1,0,1,0,1,1,33.06,79.26,1.33,0.6,125.1,450,1344,26.87
2101112,0,2,0,0,0,1,32.0,72.12,1.47,0.0,125.3,462,1367,43.14
2101073,6,2,0,1,1,0,31.62,53.89,2.51,0.0,102.3,452,1434,38.82
2101027,0,1,1,0,0,1,31.98,68.18,1.57,0.0,148.9,402,1400,41.0
2101159,2,0,0,0,1,1,30.92,74.52,2.6,0.0,127.3,477,1435,24.35
2101108,0,2,0,0,0,1,29.74,45.47,2.48,0.64,99.9,426,1368,47.21
2101132,0,1,1,0,0,1,31.58,70.42,2.76,8.15,132.7,414,1399,36.1
2101103,6,0,1,1,1,0,30.55,51.03,3.26,0.0,109.1,458,1434,21.29
2101014,5,1,1,1,1,1,28.16,59.14,3.08,0.0,82.0,496,1324,52.08
2101173,6,2,0,1,1,1,28.93,61.21,2.23,0.93,115.5,511,1427,51.99
2101080,5,0,0,1,1,1,29.6,60.68,3.4,0.0,100.0,440,1384,25.56
2101044,2,2,1,0,1,0,26.94,40.97,3.23,0.0,73.6,402,1420,42.46
2101127,6,1,1,1,1,0,30.98,49.32,3.03,0.0,85.1,425,1390,34.73
2101061,0,2,1,0,0,1,28.74,39.83,2.83,0.0,103.9,422,1352,38.68
2101137,3,2,0,0,0,1,33.94,66.52,3.09,0.0,109.2,441,1439,43.11
2101102,0,2,1,0,0,1,29.78,42.83,2.07,0.0,72.3,498,1412,41.83
2101090,5,1,0,1,0,1,30.53,57.92,1.48,1.73,85.4,444,1410,45.02
2101020,3,1,1,0,0,1,33.77,63.13,4.08,0.0,108.8,471,1372,37.94
2101038,0,2,1,0,0,1,30.49,69.51,2.43,8.44,103.8,485,1405,47.67
2101173,0,0,0,0,0,1,31.27,66.51,1.48,0.22,135.6,442,1417,18.92
2101193,1,0,1,0,0,1,32.53,75.06,2.64,0.43,124.4,500,1366,23.09
2101110,2,1,0,0,0,1,31.42,74.31,2.73,3.59,148.7,498,1379,37.13
2101093,0,2,0,0,0,1,30.82,72.38,2.93,5.65,131.9,426,1335,48.29
2101036,3,2,0,0,0,1,27.13,53.96,2.05,3.06,72.5,478,1362,46.41
2101143,6,2,0,1,1,1,28.89,62.35,2.75,0.0,106.9,502,1439,41.19
2101129,3,0,1,0,0,1,33.68,63.47,3.86,0.0,119.4,361,1326,25.32
2101107,3,0,0,0,0,1,26.82,53.05,2.07,1.02,81.9,448,1332,10.8
2101054,5,0,0,1,1,1,31.13,60.54,2.48,1.3,103.5,545,1369,30.73
2101017,0,2,0,0,0,1,29.14,45.7,2.09,1.36,82.9,353,1436,45.82
2101193,0,1,1,0,0,1,32.05,75.91,2.6,0.0,133.7,505,1385,40.24
2101048,2,0,0,0,0,0,26.53,43.87,1.83,0.0,81.7,409,1376,20.23
2101130,5,2,0,1,1,1,30.79,54.99,3.05,1.38,105.9,456,1437,42.87
2101013,2,1,0,0,0,0,27.72,42.12,3.42,3.07,69.2,320,1387,39.08
2101136,2,2,1,0,0,1,32.57,80.17,3.46,0.0,132.3,407,1325,53.66
2101038,1,1,0,0,0,1,27.82,47.75,2.15,1.59,90.1,494,1411,31.34
2101140,4,0,0,0,1,0,32.1,63.25,3.55,0.65,92.9,457,1320,24.23
2101040,0,2,1,0,0,1,31.58,64.8,3.92,8.5,131.5,425,1286,47.88
2101099,6,0,0,1,1,1,29.73,61.65,2.49,0.0,136.3,486,1395,28.36
2101083,2,0,1,0,1,1,32.65,79.24,3.61,0.0,121.5,400,1322,32.78
2101102,0,2,0,0,0,1,29.45,42.15,1.32,1.81,96.5,495,1405,34.56
2101065,0,1,0,0,1,1,30.3,69.8,3.1,4.0,127.9,496,1305,36.53
2101068,5,1,0,1,1,1,28.66,57.89,2.51,0.0,94.1,515,1390,44.18
2101073,3,0,0,0,0,1,26.81,47.33,3.33,0.89,74.6,405,1436,24.66
2101127,2,2,0,0,0,0,27.11,36.58,1.81,0.0,89.1,378,1423,41.34
2101163,0,1,0,0,0,1,31.02,73.15,1.8,1.95,160.0,435,1405,35.94
2101073,4,2,0,0,0,1,27.81,45.93,4.31,2.55,94.6,388,1438,45.45
2101005,0,1,0,0,0,1,30.2,47.83,2.86,0.0,97.5,447,1374,31.91
2101039,1,2,0,0,0,1,31.95,73.46,1.82,0.07,126.2,425,1439,49.59
2101021,3,2,0,0,0,1,33.82,63.33,2.97,0.0,118.7,391,1439,38.1
2101126,1,2,0,0,0,1,26.84,46.69,2.84,0.0,93.1,426,1365,40.38
2101161,3,0,1,0,1,1,26.35,52.11,3.14,0.0,60.7,429,1373,33.08
2101043,0,2,0,0,0,1,29.96,42.49,1.73,1.43,85.6,503,1375,45.11
2101107,2,1,0,0,0,0,26.16,40.56,3.0,2.41,69.5,407,1328,24.96
2101096,6,1,0,1,1,1,27.91,62.94,2.64,0.09,98.0,412,1434,44.39
2101088,3,0,0,0,0,1,26.74,54.06,2.98,0.11,82.5,476,1398,21.28
2101177,5,1,0,1,1,1,32.76,56.17,2.18,0.58,103.8,500,1439,47.71
2101054,2,0,0,0,0,0,25.45,47.86,2.3,0.0,65.3,464,1381,15.64
2101125,1,0,1,0,0,1,27.74,45.87,1.96,0.74,75.8,452,1387,24.16
2101108,1,2,1,0,0,1,33.97,76.19,2.39,0.0,135.3,417,1401,54.78
2101175,0,2,1,0,0,1,30.84,71.08,1.79,0.0,130.5,485,1387,45.08
2101045,2,1,0,0,1,0,26.54,39.0,3.23,1.33,60.7,522,1368,25.6
2101186,5,2,0,1,1,1,31.45,66.46,2.24,0.0,100.5,470,1431,47.55
2101171,1,0,0,0,0,1,26.84,50.45,2.67,0.0,95.2,424,1438,16.79
2101090,4,2,1,0,0,0,31.49,63.76,4.18,0.0,108.8,416,1428,48.68
2101164,3,0,0,0,1,1,33.9,63.77,4.01,0.56,123.1,457,1356,23.2
2101129,2,1,0,0,0,1,31.64,79.09,2.77,0.0,122.1,340,1370,32.0
2101065,5,0,0,1,1,1,30.58,58.85,3.43,0.0,87.9,545,1298,21.83
2101170,5,1,0,1,1,1,29.02,57.67,3.74,0.0,82.7,448,1369,35.42
2101005,6,1,1,1,1,0,31.42,53.25,2.29,1.69,107.3,464,1424,38.96
2101028,5,1,0,1,1,1,30.65,59.58,1.65,0.5,93.0,436,1403,47.62
2101177,1,1,1,0,1,1,27.31,47.07,2.32,0.0,81.0,458,1431,43.29
2101158,0,0,1,0,0,1,30.25,63.8,3.07,5.73,135.4,442,1227,28.48
2101060,5,1,0,1,0,1,31.78,57.16,2.23,0.02,90.1,479,1367,42.06
2101197,1,2,0,0,0,1,28.34,50.85,1.52,0.0,80.4,402,1339,36.89
2101131,6,1,1,1,1,0,30.46,50.08,2.07,0.77,96.4,438,1357,40.47
2101049,2,1,1,0,1,0,26.66,39.6,2.71,1.69,54.7,497,1350,37.03
2101171,6,0,0,1,1,0,31.93,51.13,2.46,0.19,100.9,455,1439,24.51
2101198,2,1,1,0,0,0,26.09,42.23,3.87,0.0,67.1,480,1351,27.77
2101159,1,2,0,0,0,1,27.96,45.62,1.95,1.98,74.4,442,1426,47.38
2101125,3,1,1,0,0,1,26.78,47.94,3.31,0.0,76.5,435,1432,44.65
2101172,0,0,0,0,0,1,32.21,66.98,3.11,8.67,141.8,521,1417,13.12
2101161,2,2,1,0,1,1,30.83,73.43,3.36,0.0,128.9,433,1365,55.18
2101098,1,2,0,0,0,1,28.49,45.64,2.85,0.48,82.7,395,1343,47.46
2101151,6,1,1,1,1,0,31.12,53.17,3.01,0.0,104.9,467,1439,37.89
2101168,5,0,0,1,1,1,31.24,58.5,2.04,0.0,100.6,454,1403,33.12
2101007,3,2,0,0,0,1,34.85,66.26,2.47,0.44,109.9,353,1364,39.82
2101092,0,0,1,0,0,1,32.31,65.28,1.72,0.59,134.4,471,1359,19.38
2101187,6,2,1,1,1,0,30.74,54.37,0.96,0.0,102.4,384,1364,46.58
2101053,5,1,0,1,0,1,29.47,52.95,3.49,0.0,73.7,453,1381,33.08
2101123,1,1,0,0,1,1,33.65,71.55,2.27,0.29,143.2,408,1376,31.87
2101096,6,2,0,1,1,0,30.41,52.13,2.99,1.07,94.9,402,1439,60.45
2101117,0,0,0,0,0,1,31.34,71.4,2.56,8.42,131.8,463,1356,17.31
2101067,0,0,0,0,0,1,31.14,69.63,2.8,8.26,132.5,361,1426,29.66
2101127,3,2,0,0,0,1,34.14,66.09,3.11,1.32,108.4,388,1362,47.7
2101153,0,2,0,0,0,1,30.94,71.14,1.33,0.34,162.5,459,1326,38.85
2101147,3,2,0,0,0,1,27.99,54.77,3.31,0.95,80.7,409,1334,41.75
2101166,0,0,0,0,0,1,31.6,68.48,1.71,0.02,156.8,408,1302,30.77
2101051,4,0,0,0,0,0,31.68,56.92,3.29,1.46,107.1,432,1420,14.72
2101029,0,1,0,0,1,1,30.64,41.57,2.67,0.93,92.7,474,1416,38.25
2101108,6,2,0,1,1,1,28.32,66.35,2.38,1.64,115.3,472,1422,58.35
2101033,1,2,0,0,0,1,33.82,76.14,1.23,0.0,125.4,373,1340,55.25
2101125,2,2,0,0,0,0,25.38,41.04,2.28,0.0,75.5,439,1439,42.0
2101077,0,1,1,0,1,1,29.64,45.87,2.81,0.0,92.6,369,1347,44.23
2101143,1,2,0,0,0,1,33.76,74.04,2.44,0.05,127.9,505,1429,40.83
2101093,5,0,0,1,1,1,29.47,50.1,3.28,0.44,107.8,470,1381,28.14
2101112,5,0,1,1,1,1,30.17,52.49,2.73,0.0,85.7,503,1400,24.24
2101191,0,1,0,0,0,1,29.0,39.58,1.59,1.75,90.4,384,1332,29.95
2101126,0,0,1,0,0,1,29.24,65.39,3.01,6.22,121.7,438,1366,30.92
2101188,2,2,0,0,0,0,25.63,44.22,1.28,0.0,105.7,448,1402,47.62
2101049,6,2,0,1,1,1,29.19,61.32,2.02,0.11,118.1,513,1335,49.77
2101193,0,0,0,0,0,1,30.61,67.35,2.91,6.58,122.8,483,1348,24.57
2101043,1,0,0,0,0,1,27.9,44.08,1.74,0.04,79.9,511,1407,11.98
2101146,4,0,0,0,0,0,32.04,65.02,3.58,0.78,102.0,432,1371,29.35
2101010,2,0,1,0,0,1,32.09,73.22,2.9,3.24,126.7,460,1430,28.91
2101135,1,1,1,0,0,1,26.15,46.28,2.19,0.0,75.7,470,1406,41.55
2101176,2,1,1,0,0,1,33.18,77.7,3.37,0.0,134.5,391,1424,36.66
2101054,4,2,1,0,0,1,27.27,47.31,3.29,0.0,98.3,485,1332,53.31
2101032,6,1,1,1,1,1,30.5,65.22,3.67,0.0,138.5,438,1439,48.64
2101075,3,2,0,0,1,1,35.22,67.56,4.0,0.0,128.6,520,1415,53.48
2101014,1,2,1,0,0,1,27.45,46.03,1.9,1.52,65.9,474,1373,49.05
2101001,0,2,0,0,0,1,32.48,68.07,2.08,0.0,129.9,458,1375,59.85
2101086,2,0,0,0,0,1,30.5,77.89,2.24,0.25,138.0,444,1371,20.15
2101166,5,1,1,1,1,1,30.82,52.62,2.91,1.53,97.0,464,1342,54.93
2101081,6,2,0,1,1,1,28.16,65.29,2.61,0.0,97.1,465,1289,53.03
2101055,0,2,0,0,1,1,30.61,73.23,2.38,8.51,127.6,430,1413,51.72
2101045,2,0,1,0,0,0,25.44,46.58,1.52,0.24,80.3,517,1413,13.28
2101016,1,2,1,0,1,1,27.91,50.11,2.53,0.32,100.0,484,1358,49.68
2101079,1,2,0,0,0,1,28.14,49.61,2.01,0.0,72.7,498,1325,35.38
2101063,0,0,0,0,0,1,31.55,77.15,1.74,0.0,140.4,463,1355,24.1
2101090,5,0,0,1,1,1,31.1,58.56,1.3,0.0,87.2,444,1435,36.03
2101065,0,0,1,0,1,1,29.72,75.94,2.57,8.61,127.9,501,1271,17.95
2101118,6,1,0,1,1,0,29.48,55.04,3.08,0.0,96.8,398,1374,44.07
2101145,3,0,0,0,0,1,33.71,73.85,3.66,0.73,115.1,513,1434,18.58
2101003,3,0,0,0,1,1,35.3,67.47,3.82,0.0,126.7,481,1381,29.42
2101002,3,0,1,0,0,1,25.75,53.67,2.4,0.88,73.5,399,1387,19.94
2101056,0,0,0,0,0,1,32.28,73.34,1.68,1.03,137.1,404,1332,21.83
2101046,0,1,0,0,0,1,30.12,69.42,2.72,6.69,100.3,477,1322,37.27
2101018,6,0,0,1,1,1,29.79,63.91,2.62,0.0,121.3,553,1428,19.3
2101179,1,1,1,0,0,1,28.18,42.95,1.49,0.0,72.7,509,1434,35.45
2101018,0,2,1,0,0,1,28.92,44.65,2.17,0.34,88.1,454,1432,45.69
2101171,4,0,0,0,0,1,27.21,50.97,3.22,1.7,76.1,427,1409,24.25
2101014,1,1,0,0,0,1,26.9,46.52,2.3,0.47,80.4,479,1348,40.1
2101126,0,2,0,0,0,1,30.77,44.83,2.02,0.0,87.7,437,1351,47.59
2101077,4,0,0,0,0,0,32.41,56.54,3.81,0.0,104.3,305,1363,23.92
2101112,6,2,0,1,1,0,31.49,50.32,1.54,1.69,106.6,463,1425,40.54
2101104,4,2,1,0,0,1,27.48,55.78,3.25,0.92,84.3,471,1430,48.0
2101045,0,0,0,0,0,1,30.3,66.92,1.11,0.3,150.5,538,1338,19.11
2101021,0,2,1,0,0,1,31.53,69.95,2.14,0.0,158.2,411,1431,38.28
2101175,3,0,1,0,0,1,26.71,50.66,2.15,0.0,87.6,445,1411,28.49
2101146,5,2,0,1,1,1,30.88,59.95,2.76,0.0,107.0,481,1360,66.92
2101152,5,1,0,1,1,1,28.72,51.6,2.95,0.06,81.4,517,1433,42.24
2101123,0,0,0,0,0,1,32.11,74.81,0.99,0.0,132.0,392,1339,22.57
2101103,6,0,0,1,1,1,28.91,66.94,2.07,0.0,101.7,441,1439,22.6
2101170,1,1,0,0,0,1,33.36,77.68,1.54,1.26,127.2,412,1356,24.41
2101033,6,2,0,1,1,0,31.36,42.99,2.92,0.0,106.5,404,1375,49.15
2101121,0,0,0,0,0,1,28.94,69.88,3.25,8.24,129.8,483,1390,18.12
2101043,1,1,0,0,0,1,33.13,81.3,2.56,0.0,122.8,464,1385,37.46
2101130,2,0,0,0,0,0,25.78,42.99,1.88,0.93,79.8,444,1439,10.0
2101076,3,1,0,0,0,1,25.33,51.87,3.91,0.41,76.1,379,1337,36.98
2101086,6,0,1,1,0,0,31.14,53.08,3.04,2.02,106.2,484,1417,21.18
2101066,1,2,0,0,0,1,32.96,75.47,1.83,0.84,123.1,445,1421,45.83
2101119,0,1,0,0,1,1,30.51,42.53,3.09,0.0,77.1,488,1353,32.97
2101013,6,2,1,1,1,0,32.4,57.46,3.25,0.04,106.3,367,1419,59.25
2101154,6,0,0,1,0,1,29.02,65.89,1.37,0.0,113.9,496,1357,32.74
2101081,3,0,0,0,0,1,25.78,47.04,2.77,0.79,75.3,440,1308,19.43
2101196,5,0,1,1,1,1,30.81,56.63,1.95,0.0,95.9,530,1407,33.87
2101090,0,1,0,0,0,1,32.33,74.78,1.69,0.0,160.0,423,1402,40.78
2101025,1,2,0,0,0,1,27.81,47.73,2.65,0.11,80.8,400,1406,51.28
2101058,4,1,0,0,0,0,31.97,60.69,4.35,0.42,115.6,451,1362,40.41
2101092,3,1,1,0,0,1,27.11,53.3,2.37,2.89,55.2,468,1415,30.81
2101077,5,2,0,1,1,1,29.74,63.0,3.15,0.25,87.2,412,1330,54.65
2101053,5,0,0,1,1,1,31.03,62.49,1.76,0.1,89.1,483,1374,22.22
2101067,6,0,0,1,1,1,30.0,58.02,2.69,0.48,118.8,410,1422,32.56
2101146,0,2,0,0,1,1,28.78,41.0,2.5,0.53,91.4,414,1364,52.06
2101075,0,2,1,0,0,1,29.2,39.86,2.22,0.0,85.2,502,1439,48.53
2101031,4,0,0,0,1,1,26.98,47.75,4.19,0.25,102.1,519,1327,22.93
2101124,4,0,0,0,0,1,28.73,51.01,3.72,0.0,71.4,437,1342,18.81
2101148,6,1,1,1,0,1,27.92,62.18,2.41,0.85,115.6,515,1419,37.7
2101099,0,2,1,0,0,1,30.85,65.71,3.44,7.71,118.1,440,1390,46.66
2101145,2,0,1,0,0,1,31.23,77.19,2.95,0.0,110.3,515,1439,18.48
2101040,6,2,0,1,0,0,32.69,51.29,1.86,0.62,104.9,455,1371,43.72
2101029,0,1,0,0,0,1,31.75,70.17,2.21,7.03,126.4,477,1439,38.62
2101159,4,2,1,0,0,0,33.94,64.33,4.53,0.31,111.7,449,1413,49.73
2101158,0,1,0,0,0,1,31.81,72.28,1.32,0.95,142.3,436,1252,36.83
2101103,1,1,1,0,0,1,27.16,51.67,2.39,0.25,85.0,406,1429,27.48
2101097,4,1,0,0,0,1,29.44,54.53,3.36,1.04,91.1,511,1379,25.79
2101092,4,2,0,0,1,1,28.37,51.41,3.65,0.21,85.4,455,1377,46.7
2101044,5,1,1,1,0,1,29.19,54.59,3.13,0.0,73.4,460,1353,40.38
2101142,2,2,1,0,0,0,25.67,36.3,2.59,0.27,58.5,421,1439,45.21
2101076,2,2,0,0,1,1,31.28,76.57,3.55,1.66,133.0,419,1329,52.34
2101150,5,0,0,1,1,1,29.3,51.41,2.68,0.0,88.0,520,1341,25.35
2101088,6,2,0,1,1,0,32.44,61.65,2.7,2.3,108.1,475,1439,47.86
2101169,5,1,0,1,1,1,29.12,51.34,2.46,0.16,75.1,420,1371,47.32
2101169,5,0,1,1,1,1,30.24,59.19,3.63,4.55,87.8,402,1337,44.58
2101162,0,0,0,0,1,1,32.16,67.19,2.38,9.25,125.0,511,1431,18.55
2101054,0,0,0,0,1,1,31.37,71.52,1.54,0.07,156.7,491,1338,29.18
2101134,5,1,0,1,1,1,28.68,51.95,2.8,0.0,77.9,422,1387,44.58
2101150,2,0,1,0,1,0,25.58,41.77,3.14,0.0,77.6,472,1328,10.12
2101144,0,1,0,0,0,1,29.67,40.82,1.8,0.0,82.8,477,1408,23.35
2101175,4,2,0,0,0,1,28.24,48.64,3.76,2.74,96.2,487,1415,44.0
2101032,0,2,0,0,0,1,30.16,66.67,2.96,7.81,118.2,408,1401,53.77
2101131,0,2,1,0,0,1,30.07,37.54,2.09,0.71,94.4,414,1298,47.14
2101140,1,0,0,0,1,1,34.07,81.74,2.57,0.9,123.8,453,1282,26.71
2101072,3,0,1,0,0,1,26.72,49.32,2.81,0.52,76.2,422,1345,31.34
2101051,3,2,0,0,0,1,33.79,64.59,2.69,0.0,127.2,473,1419,43.86
2101113,3,2,0,0,1,1,33.67,68.49,3.06,0.5,117.9,549,1276,47.05
2101052,2,2,0,0,0,1,32.26,82.03,3.22,1.08,147.4,377,1263,45.35
2101118,2,0,1,0,1,1,32.61,72.2,1.92,0.0,127.4,425,1356,31.48
2101024,6,2,1,1,0,1,29.19,57.98,2.67,0.0,134.4,541,1369,48.13
2101079,5,1,0,1,1,1,31.44,57.9,2.42,0.0,100.9,513,1372,45.91
2101079,1,1,1,0,0,1,32.62,78.8,2.2,0.0,130.3,495,1326,33.8
2101146,2,1,1,0,0,1,32.36,74.22,2.39,1.9,120.4,398,1338,44.3
2101004,5,1,1,1,1,1,32.88,55.75,2.03,2.15,89.6,499,1437,50.22
2101073,5,2,0,1,0,1,30.97,56.89,2.68,2.14,103.7,423,1439,47.85
2101131,4,2,0,0,0,0,31.48,63.1,3.59,0.0,94.4,413,1316,37.07
2101099,0,0,0,0,0,1,31.57,68.74,2.79,6.99,120.9,410,1388,22.13
2101149,5,2,0,1,1,1,28.63,56.76,3.06,0.0,87.2,485,1414,48.3
2101173,1,0,1,0,0,1,25.65,45.04,3.18,1.23,101.9,459,1439,15.93
2101155,0,1,0,0,0,1,30.57,72.62,3.19,8.52,116.9,478,1412,33.27
2101067,5,1,0,1,1,1,31.59,62.01,1.79,0.33,85.1,401,1405,38.87
2101026,2,2,1,0,0,1,32.2,75.08,3.15,1.28,136.5,372,1373,48.18
2101018,4,0,0,0,0,0,32.7,59.42,2.84,0.0,96.0,471,1439,10.73
2101128,1,1,0,0,0,1,33.77,71.94,2.69,1.12,128.3,493,1313,37.37
2101026,0,0,0,0,0,1,30.96,68.59,4.23,8.26,147.5,399,1381,21.73
2101167,3,2,0,0,0,1,32.8,68.72,3.34,1.27,120.3,542,1339,48.91
2101116,6,1,0,1,0,0,30.71,50.5,2.01,1.05,89.8,412,1439,29.96
2101008,3,2,0,0,0,1,33.69,64.4,3.72,0.53,114.0,441,1333,45.49
2101158,0,2,0,0,0,1,30.57,69.9,3.76,6.7,109.9,448,1262,48.18
2101039,2,0,1,0,0,1,31.15,75.84,3.32,0.0,122.3,389,1439,29.3
2101198,0,2,1,0,0,1,29.29,44.82,1.79,0.0,82.7,477,1344,50.29
2101054,0,2,0,0,0,1,31.88,67.57,3.2,8.99,129.9,512,1351,50.14
2101110,0,2,0,0,0,1,28.45,49.19,1.67,0.0,87.3,512,1397,45.45
2101092,6,2,0,1,1,1,27.34,69.16,2.88,2.09,110.1,487,1375,56.93
2101071,6,2,1,1,1,1,29.2,61.98,2.35,0.0,122.0,503,1365,51.26
2101035,4,2,0,0,0,1,28.2,48.57,4.19,0.0,77.0,502,1364,45.73
2101013,4,2,0,0,1,1,27.43,48.44,2.46,0.41,95.2,371,1370,54.42
2101108,1,0,1,0,0,1,27.09,41.72,2.89,0.0,88.1,428,1399,30.45
2101196,1,2,0,0,0,1,27.79,41.69,1.86,1.04,83.2,486,1395,47.23
2101069,5,2,0,1,1,1,28.67,52.71,3.52,0.0,78.3,510,1432,48.16
2101060,6,2,1,1,1,0,31.73,54.23,2.64,1.41,87.0,468,1436,48.99
2101131,0,2,0,0,0,1,31.36,70.77,3.75,8.18,130.2,421,1300,50.09
2101199,6,2,1,1,1,1,29.33,69.79,2.4,1.78,133.1,430,1330,48.08
2101106,5,1,1,1,0,1,32.27,63.71,2.69,0.0,82.3,510,1410,41.96
2101193,6,0,0,1,1,0,30.28,50.88,1.3,1.7,99.1,503,1394,22.47
2101137,3,0,0,0,0,1,26.23,54.14,3.12,0.0,76.4,421,1439,16.4
2101159,6,0,1,1,1,1,30.47,62.29,2.84,0.54,109.0,501,1407,22.73
2101050,1,0,0,0,0,1,34.23,75.62,2.87,1.12,136.3,523,1389,28.55
2101110,1,2,0,0,0,1,34.49,74.23,2.02,0.32,125.0,503,1382,52.02
2101141,3,2,1,0,1,1,33.71,69.35,3.12,0.0,119.5,410,1336,46.7
2101073,6,0,0,1,0,0,31.76,54.83,2.17,0.74,113.0,426,1434,23.92
2101147,2,1,0,0,0,1,31.68,74.71,3.4,0.0,121.2,394,1348,36.94
2101077,0,2,0,0,0,1,29.46,39.16,2.48,1.05,93.1,330,1301,41.82
2101144,1,2,0,0,0,1,27.85,44.83,2.75,0.0,75.2,467,1392,49.26
2101091,0,1,0,0,0,1,30.53,70.67,3.17,8.34,121.1,379,1361,34.84
2101014,4,2,0,0,0,1,28.12,53.73,4.74,0.0,90.6,481,1353,44.33
2101020,3,0,1,0,0,1,34.53,69.19,3.96,1.14,148.8,449,1368,15.95
2101189,4,2,0,0,0,1,29.3,51.92,3.59,0.0,86.5,453,1367,51.77
2101127,5,2,0,1,1,1,29.38,53.28,3.4,0.97,103.1,446,1365,46.5
2101115,3,1,0,0,0,1,25.84,53.0,2.3,0.0,56.2,436,1362,30.94
2101154,3,0,0,0,0,1,25.4,48.68,2.28,0.0,60.6,438,1306,30.99
2101055,4,0,0,0,1,0,33.36,64.51,3.81,0.08,86.2,432,1410,22.81
